	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.4.p	Glyma.06G091700.4.p	G.max Wm82.a4.v1	3.09e-35	47	143	+/+	AT1G15580.1	48	159	203	344	128.257	67	85	32	163	362
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.3.p	Glyma.06G091700.3.p	G.max Wm82.a4.v1	3.09e-35	47	143	+/+	AT1G15580.1	48	159	203	344	128.257	67	85	32	163	362
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.06G083600.1.p	GlysoPI483463.06G083600.1.p	G.soja v1.1	3.37e-35	47	143	+/+	AT1G15580.1	48	159	203	344	128.257	67	85	32	163	362
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G016300.1.p	GlysoPI483463.15G016300.1.p	G.soja v1.1	4.76e-35	48	143	+/+	AT1G15580.1	48	159	160	302	126.716	68	84	31	163	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G52830.1	AT1G52830.1	A.thaliana Araport11	2.86e-122	100	189	+/+	AT1G52830.1	1	189	1	189	345.51	189	189	0	189	190
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G15540.1	AT3G15540.1	A.thaliana Araport11	1.59e-67	59	197	+/+	AT1G52830.1	1	187	1	191	207.223	116	137	16	189	198
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G190800.1.p	GlysoPI483463.08G190800.1.p	G.soja v1.1	5.15e-61	57	189	+/+	AT1G52830.1	1	187	1	181	190.66	107	127	10	189	196
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G207900.1.p	Glyma.08G207900.1.p	G.max Wm82.a4.v1	5.15e-61	57	189	+/+	AT1G52830.1	1	187	1	181	190.66	107	127	10	189	196
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj3g0026009.1	Lj3g0026009.1	L.japonicus Lj1.0v1	2.19e-59	55	190	+/+	AT1G52830.1	1	188	1	175	186.422	104	120	17	189	189
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.07G030400.1.p	GlysoPI483463.07G030400.1.p	G.soja v1.1	1.71e-58	54	190	+/+	AT1G52830.1	1	187	1	173	184.111	102	124	20	189	188
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.07G034200.1.p	Glyma.07G034200.1.p	G.max Wm82.a4.v1	1.71e-58	54	190	+/+	AT1G52830.1	1	187	1	173	184.111	102	124	20	189	188
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G308600.1.p	GlysoPI483463.13G308600.1.p	G.soja v1.1	9.08e-55	52	189	+/+	AT1G52830.1	1	187	1	175	174.481	98	114	16	189	190
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr4g011880.1	Medtr4g011880.1	M.truncatula Mt4.0v1	1.06e-54	55	190	+/+	AT1G52830.1	1	187	1	169	174.096	105	123	24	189	179
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G361100.1.p	Glyma.13G361100.1.p	G.max Wm82.a4.v1	3.59e-54	51	189	+/+	AT1G52830.1	1	187	1	175	172.94	97	114	16	189	190
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G011900.1.p	GlysoPI483463.15G011900.1.p	G.soja v1.1	5.16e-54	53	189	+/+	AT1G52830.1	1	187	1	173	172.555	101	117	18	189	188
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G012800.1.p	Glyma.15G012800.1.p	G.max Wm82.a4.v1	5.16e-54	53	189	+/+	AT1G52830.1	1	187	1	173	172.555	101	117	18	189	188
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124600.1.p	GlysoPI483463.02G124600.1.p	G.soja v1.1	2.88e-43	48	189	+/+	AT1G52830.1	6	185	12	200	145.591	91	116	9	189	203
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142600.1.p	Glyma.02G142600.1.p	G.max Wm82.a4.v1	2.88e-43	48	189	+/+	AT1G52830.1	6	185	12	200	145.591	91	116	9	189	203
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g070830.1	Medtr1g070830.1	M.truncatula Mt4.0v1	3.15e-43	46	191	+/+	AT1G52830.1	6	185	12	202	145.591	87	119	11	189	205
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G15580.1	AT1G15580.1	A.thaliana Araport11	3.19e-42	49	182	+/+	AT1G52830.1	1	179	1	159	141.739	90	106	26	189	164
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G210500.1.p	Glyma.20G210500.1.p	G.max Wm82.a4.v1	2.59e-41	48	185	+/+	AT1G52830.1	6	185	12	191	140.584	89	110	10	189	195
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G173400.1.p	GlysoPI483463.20G173400.1.p	G.soja v1.1	3.58e-41	48	185	+/+	AT1G52830.1	6	185	12	191	140.198	89	110	10	189	195
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G43700.1	AT5G43700.1	A.thaliana Araport11	1.49e-40	46	187	+/+	AT1G52830.1	4	185	9	182	138.272	86	106	18	189	187
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0027501.1	Lj1g0027501.1	L.japonicus Lj1.0v1	2.08e-40	45	188	+/+	AT1G52830.1	6	184	8	193	138.272	85	109	11	189	197
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0011060.1	Lj5g0011060.1	L.japonicus Lj1.0v1	3.48e-40	47	183	+/+	AT1G52830.1	6	185	8	187	137.502	86	113	6	189	190
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G029300.1.p	GlysoPI483463.10G029300.1.p	G.soja v1.1	6.46e-40	45	194	+/+	AT1G52830.1	6	185	8	195	137.117	88	108	20	189	198
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031800.3.p	Glyma.10G031800.3.p	G.max Wm82.a4.v1	6.46e-40	45	194	+/+	AT1G52830.1	6	185	8	195	137.117	88	108	20	189	198
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G148800.1.p	GlysoPI483463.10G148800.1.p	G.soja v1.1	9.42e-40	48	184	+/+	AT1G52830.1	6	185	11	189	136.346	89	112	9	189	193
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0015298.1	Lj5g0015298.1	L.japonicus Lj1.0v1	1.59e-39	49	180	+/+	AT1G52830.1	8	185	14	174	135.191	88	104	21	189	178
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g040675.1	Medtr1g040675.1	M.truncatula Mt4.0v1	2.88e-39	45	184	+/+	AT1G52830.1	6	185	1	183	134.806	82	102	5	189	187
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G180600.1.p	GlysoPI483463.02G180600.1.p	G.soja v1.1	9.03e-39	48	145	+/+	AT1G52830.1	68	185	211	355	138.658	70	89	27	189	367
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G218100.3.p	Glyma.02G218100.3.p	G.max Wm82.a4.v1	9.03e-39	48	145	+/+	AT1G52830.1	68	185	211	355	138.658	70	89	27	189	367
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G218100.1.p	Glyma.02G218100.1.p	G.max Wm82.a4.v1	9.03e-39	48	145	+/+	AT1G52830.1	68	185	211	355	138.658	70	89	27	189	367
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093350.1	Medtr1g093350.1	M.truncatula Mt4.0v1	2.69e-38	46	180	+/+	AT1G52830.1	6	183	11	177	132.109	82	105	15	189	179
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g076270.1	Medtr1g076270.1	M.truncatula Mt4.0v1	2.69e-38	46	180	+/+	AT1G52830.1	6	183	11	177	132.109	82	105	15	189	179
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G000500.1.p	GlysoPI483463.02G000500.1.p	G.soja v1.1	8.08e-38	46	183	+/+	AT1G52830.1	6	185	11	189	131.339	84	107	7	189	193
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G000500.1.p	Glyma.02G000500.1.p	G.max Wm82.a4.v1	8.08e-38	46	183	+/+	AT1G52830.1	6	185	11	189	131.339	84	107	7	189	193
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04240.1	AT1G04240.1	A.thaliana Araport11	9.12e-38	45	194	+/+	AT1G52830.1	4	185	3	186	131.339	88	114	22	189	190
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr6g488150.1	Medtr6g488150.1	M.truncatula Mt4.0v1	1.54e-37	39	233	+/+	AT1G52830.1	2	185	11	243	132.494	90	112	49	189	255
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj3g0001057.2	Lj3g0001057.2	L.japonicus Lj1.0v1	2.15e-37	46	147	+/+	AT1G52830.1	68	186	174	320	134.42	68	89	28	189	339
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04240.2	AT1G04240.2	A.thaliana Araport11	2.48e-37	48	194	+/+	AT1G52830.1	4	185	103	286	132.88	93	115	22	189	290
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G304400.1.p	GlysoPI483463.13G304400.1.p	G.soja v1.1	2.57e-37	48	143	+/+	AT1G52830.1	70	184	153	295	133.265	68	87	28	189	308
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G356600.1.p	Glyma.13G356600.1.p	G.max Wm82.a4.v1	3.77e-37	48	143	+/+	AT1G52830.1	70	184	153	295	132.88	68	87	28	189	308
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G016300.1.p	GlysoPI483463.15G016300.1.p	G.soja v1.1	1.29e-36	46	145	+/+	AT1G52830.1	68	184	163	307	131.724	67	88	28	189	320
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G017500.1.p	Glyma.15G017500.1.p	G.max Wm82.a4.v1	1.29e-36	46	145	+/+	AT1G52830.1	68	184	163	307	131.724	67	88	28	189	320
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g101500.1	Medtr2g101500.1	M.truncatula Mt4.0v1	1.34e-36	48	145	+/+	AT1G52830.1	68	184	170	314	132.109	69	87	28	189	327
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G124800.1.p	GlysoPI483463.19G124800.1.p	G.soja v1.1	1.64e-36	43	195	+/+	AT1G52830.1	6	185	8	202	128.642	84	112	15	189	205
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G161000.1.p	Glyma.19G161000.1.p	G.max Wm82.a4.v1	1.66e-36	43	195	+/+	AT1G52830.1	6	185	8	202	128.642	84	111	15	189	205
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.14G146400.1.p	GlysoPI483463.14G146400.1.p	G.soja v1.1	5.10e-36	47	145	+/+	AT1G52830.1	68	185	212	356	131.339	68	87	27	189	368
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.14G185400.1.p	Glyma.14G185400.1.p	G.max Wm82.a4.v1	5.10e-36	47	145	+/+	AT1G52830.1	68	185	212	356	131.339	68	87	27	189	368
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.06G083600.1.p	GlysoPI483463.06G083600.1.p	G.soja v1.1	7.65e-36	46	145	+/+	AT1G52830.1	68	185	206	350	130.954	67	88	27	189	362
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.4.p	Glyma.06G091700.4.p	G.max Wm82.a4.v1	8.32e-36	46	145	+/+	AT1G52830.1	68	185	206	350	130.568	67	88	27	189	362
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G091700.3.p	Glyma.06G091700.3.p	G.max Wm82.a4.v1	8.32e-36	46	145	+/+	AT1G52830.1	68	185	206	350	130.568	67	88	27	189	362
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23030.1	AT3G23030.1	A.thaliana Araport11	8.98e-36	44	181	+/+	AT1G52830.1	6	184	9	170	125.561	79	101	21	189	175
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g067350.1	Medtr5g067350.1	M.truncatula Mt4.0v1	1.06e-35	46	143	+/+	AT1G52830.1	68	185	194	336	130.183	66	86	25	189	348
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G089900.2.p	Glyma.04G089900.2.p	G.max Wm82.a4.v1	1.15e-35	48	145	+/+	AT1G52830.1	68	185	205	349	130.183	69	89	27	189	361
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G089900.1.p	Glyma.04G089900.1.p	G.max Wm82.a4.v1	1.15e-35	48	145	+/+	AT1G52830.1	68	185	205	349	130.183	69	89	27	189	361
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G180000.1.p	Glyma.10G180000.1.p	G.max Wm82.a4.v1	1.25e-35	55	120	+/+	AT1G52830.1	68	185	4	122	123.635	66	78	3	189	126
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04730.1	AT3G04730.1	A.thaliana Araport11	1.37e-35	37	223	+/+	AT1G52830.1	6	184	2	224	127.102	82	117	44	189	237
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.04G082100.1.p	GlysoPI483463.04G082100.1.p	G.soja v1.1	1.47e-35	48	145	+/+	AT1G52830.1	68	185	205	349	130.183	69	89	27	189	361
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G123600.1.p	GlysoPI483463.03G123600.1.p	G.soja v1.1	2.03e-35	44	200	+/+	AT1G52830.1	4	185	7	204	125.561	88	114	20	189	207
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G187100.1.p	GlysoPI483463.20G187100.1.p	G.soja v1.1	2.29e-35	38	215	+/+	AT1G52830.1	6	185	2	216	126.331	81	105	35	189	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G225000.1.p	Glyma.20G225000.1.p	G.max Wm82.a4.v1	2.29e-35	38	215	+/+	AT1G52830.1	6	185	2	216	126.331	81	105	35	189	228
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23030.2	AT3G23030.2	A.thaliana Araport11	3.40e-35	44	181	+/+	AT1G52830.1	6	184	96	257	126.716	79	101	21	189	262
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G193000.1.p	Glyma.09G193000.1.p	G.max Wm82.a4.v1	3.68e-35	46	143	+/+	AT1G52830.1	68	184	153	295	127.872	66	83	26	189	308
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.2.p	Glyma.08G036400.2.p	G.max Wm82.a4.v1	3.93e-35	46	146	+/+	AT1G52830.1	68	185	138	283	127.487	67	86	28	189	291
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G29080.1	AT4G29080.1	A.thaliana Araport11	4.05e-35	34	262	+/+	AT1G52830.1	5	185	37	294	127.487	90	112	85	189	306
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0007769.1	Lj2g0007769.1	L.japonicus Lj1.0v1	6.00e-35	46	145	+/+	AT1G52830.1	68	185	192	336	128.257	66	86	27	189	348
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G158600.1.p	Glyma.03G158600.1.p	G.max Wm82.a4.v1	1.17e-34	44	200	+/+	AT1G52830.1	4	185	7	204	123.635	87	113	20	189	207
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G186400.1.p	GlysoPI483463.08G186400.1.p	G.soja v1.1	1.20e-34	46	147	+/+	AT1G52830.1	68	185	165	311	126.716	67	86	29	189	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G203100.1.p	Glyma.08G203100.1.p	G.max Wm82.a4.v1	1.20e-34	46	147	+/+	AT1G52830.1	68	185	165	311	126.716	67	86	29	189	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G203100.2.p	Glyma.08G203100.2.p	G.max Wm82.a4.v1	1.25e-34	46	147	+/+	AT1G52830.1	68	185	148	294	126.331	67	86	29	189	306
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.3.p	Glyma.09G203300.3.p	G.max Wm82.a4.v1	1.25e-34	46	149	+/+	AT1G52830.1	68	187	197	345	127.487	68	88	29	189	349
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G151700.1.p	GlysoPI483463.09G151700.1.p	G.soja v1.1	2.37e-34	45	143	+/+	AT1G52830.1	68	184	153	295	125.561	65	82	26	189	308
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.2	Medtr1g093240.2	M.truncatula Mt4.0v1	2.37e-34	39	222	+/+	AT1G52830.1	4	187	6	227	124.02	86	116	38	189	240
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj4g0021637.1	Lj4g0021637.1	L.japonicus Lj1.0v1	2.42e-34	45	143	+/+	AT1G52830.1	68	184	149	291	125.561	65	87	26	189	304
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g103030.1	Medtr8g103030.1	M.truncatula Mt4.0v1	2.60e-34	47	144	+/+	AT1G52830.1	68	184	138	281	125.176	68	86	27	189	294
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G229300.1.p	Glyma.05G229300.1.p	G.max Wm82.a4.v1	3.64e-34	45	144	+/+	AT1G52830.1	68	185	133	276	124.79	65	85	26	189	288
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.2.p	Glyma.09G203300.2.p	G.max Wm82.a4.v1	5.38e-34	46	147	+/+	AT1G52830.1	68	185	197	343	125.561	68	87	29	189	348
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/LjContig00408g0010987.2	LjContig00408g0010987.2	L.japonicus Lj1.0v1	5.62e-34	45	144	+/+	AT1G52830.1	68	184	196	339	125.561	65	86	27	189	352
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.05G196100.1.p	GlysoPI483463.05G196100.1.p	G.soja v1.1	6.34e-34	45	144	+/+	AT1G52830.1	68	185	133	276	124.02	65	84	26	189	288
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.2	AT4G14550.2	A.thaliana Araport11	6.82e-34	39	217	+/+	AT1G52830.1	6	185	1	217	122.479	85	110	37	189	235
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g030710.1	Medtr5g030710.1	M.truncatula Mt4.0v1	7.36e-34	44	146	+/+	AT1G52830.1	68	185	179	324	125.176	64	86	28	189	336
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr5g030710.2	Medtr5g030710.2	M.truncatula Mt4.0v1	7.36e-34	44	146	+/+	AT1G52830.1	68	185	179	324	125.176	64	86	28	189	336
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G247400.1.p	Glyma.03G247400.1.p	G.max Wm82.a4.v1	8.79e-34	38	225	+/+	AT1G52830.1	6	185	11	232	122.479	85	110	48	189	244
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g067530.1	Medtr8g067530.1	M.truncatula Mt4.0v1	1.06e-33	45	145	+/+	AT1G52830.1	68	185	201	345	125.176	65	85	27	189	357
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G033800.1.p	GlysoPI483463.08G033800.1.p	G.soja v1.1	1.09e-33	45	146	+/+	AT1G52830.1	68	185	201	346	125.176	66	85	28	189	358
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.1.p	Glyma.08G036400.1.p	G.max Wm82.a4.v1	1.09e-33	45	146	+/+	AT1G52830.1	68	185	201	346	125.176	66	85	28	189	358
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G205900.1.p	GlysoPI483463.03G205900.1.p	G.soja v1.1	1.28e-33	38	225	+/+	AT1G52830.1	6	185	11	232	122.094	85	110	48	189	244
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.5	AT2G22670.5	A.thaliana Araport11	1.67e-33	42	146	+/+	AT1G52830.1	68	185	163	308	123.635	62	87	28	189	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.2	AT2G22670.2	A.thaliana Araport11	1.67e-33	42	146	+/+	AT1G52830.1	68	185	163	308	123.635	62	87	28	189	320
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G076600.1.p	GlysoPI483463.01G076600.1.p	G.soja v1.1	2.19e-33	45	145	+/+	AT1G52830.1	68	185	195	339	124.02	65	84	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.3.p	Glyma.01G098000.3.p	G.max Wm82.a4.v1	2.19e-33	45	145	+/+	AT1G52830.1	68	185	195	339	124.02	65	84	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.4.p	Glyma.01G098000.4.p	G.max Wm82.a4.v1	2.19e-33	45	145	+/+	AT1G52830.1	68	185	195	339	124.02	65	84	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.5.p	Glyma.01G098000.5.p	G.max Wm82.a4.v1	2.19e-33	45	145	+/+	AT1G52830.1	68	185	195	339	124.02	65	84	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.6.p	Glyma.01G098000.6.p	G.max Wm82.a4.v1	2.19e-33	45	145	+/+	AT1G52830.1	68	185	195	339	124.02	65	84	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G243300.1.p	GlysoPI483463.08G243300.1.p	G.soja v1.1	2.38e-33	45	143	+/+	AT1G52830.1	70	185	197	339	124.02	64	83	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G273500.1.p	Glyma.08G273500.1.p	G.max Wm82.a4.v1	2.54e-33	45	143	+/+	AT1G52830.1	70	185	197	339	124.02	64	83	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G273500.2.p	Glyma.08G273500.2.p	G.max Wm82.a4.v1	2.54e-33	45	143	+/+	AT1G52830.1	70	185	197	339	124.02	64	83	27	189	351
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0018097.2	Lj2g0018097.2	L.japonicus Lj1.0v1	2.60e-33	46	143	+/+	AT1G52830.1	68	184	150	292	122.865	66	84	26	189	309
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.07G018100.2.p	Glyma.07G018100.2.p	G.max Wm82.a4.v1	2.70e-33	47	146	+/+	AT1G52830.1	68	185	146	291	122.865	68	86	28	189	303
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.1	AT4G14550.1	A.thaliana Araport11	2.94e-33	39	216	+/+	AT1G52830.1	6	184	1	216	120.939	84	109	37	189	229
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.1	Medtr1g093240.1	M.truncatula Mt4.0v1	3.12e-33	39	220	+/+	AT1G52830.1	4	185	6	225	120.939	85	114	38	189	237
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.07G015800.1.p	GlysoPI483463.07G015800.1.p	G.soja v1.1	3.29e-33	47	146	+/+	AT1G52830.1	68	185	163	308	122.865	68	86	28	189	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G80390.1	AT1G80390.1	A.thaliana Araport11	1.52e-94	100	129	+/+	AT1G80390.1	1	129	1	129	270.396	129	129	0	129	130
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G361200.1.p	Glyma.13G361200.1.p	G.max Wm82.a4.v1	8.96e-21	45	113	+/+	AT1G80390.1	15	124	11	109	85.1149	51	65	17	129	184
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G308700.1.p	GlysoPI483463.13G308700.1.p	G.soja v1.1	1.33e-20	45	113	+/+	AT1G80390.1	15	124	11	109	84.7297	51	64	17	129	184
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G361200.5.p	Glyma.13G361200.5.p	G.max Wm82.a4.v1	3.27e-20	47	113	+/+	AT1G80390.1	15	124	11	109	84.3445	53	65	17	129	218
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G011800.1.p	GlysoPI483463.15G011800.1.p	G.soja v1.1	7.98e-20	45	113	+/+	AT1G80390.1	15	124	11	115	82.8037	51	61	11	129	190
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G012700.1.p	Glyma.15G012700.1.p	G.max Wm82.a4.v1	7.98e-20	45	113	+/+	AT1G80390.1	15	124	11	115	82.8037	51	61	11	129	190
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23030.1	AT3G23030.1	A.thaliana Araport11	4.36e-19	44	116	+/+	AT1G80390.1	15	125	10	116	80.4925	51	64	14	129	175
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G011800.2.p	GlysoPI483463.15G011800.2.p	G.soja v1.1	4.70e-19	44	117	+/+	AT1G80390.1	15	124	11	114	80.8777	52	63	20	129	189
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G012700.3.p	Glyma.15G012700.3.p	G.max Wm82.a4.v1	4.70e-19	44	117	+/+	AT1G80390.1	15	124	11	114	80.8777	52	63	20	129	189
